File: PPVCRevitAddin\annotation_whitelist.csv
````````
ppvc_name,view_name,element_id,annotation_type
PPVC 01, 20_Typ,Elevation D,12414723,Dimension
PPVC 01, 20_Typ,Elevation D,12417984,Dimension
PPVC 01, 20_Typ,Elevation D,12418031,Dimension
PPVC 01, 20_Typ,Elevation D,12333305,Dimension
PPVC 01, 20_Typ,Elevation D,12333062,Dimension
PPVC 01, 20_Typ,Elevation D,12333001,Dimension
PPVC 01, 20_Typ,Elevation D,12333032,Dimension
PPVC 01, 20_Typ,Elevation D,12312274,TextNote
PPVC 01, 20_Typ,Elevation D,12312254,TextNote
PPVC 01, 20_Typ,Elevation D,12312380,TextNote
PPVC 01, 20_Typ,Elevation D,12352328,TextNote
PPVC 01, 20_Typ,Elevation D,12352319,TextNote
PPVC 01, 20_Typ,Elevation D,12333351,TextNote
PPVC 03_Typ 1,Elevation A,12317742,Dimension
PPVC 03_Typ 1,Elevation A,12317726,Dimension
PPVC 03_Typ 1,Elevation A,12317667,Dimension
PPVC 03_Typ 1,Elevation A,12334411,Dimension
PPVC 03_Typ 1,Elevation A,12317706,Dimension
PPVC 03_Typ 1,Elevation A,12317655,Dimension
PPVC 03_Typ 1,Elevation A,12317630,Dimension
PPVC 03_Typ 1,Elevation A,12317618,Dimension
PPVC 03_Typ 1,Elevation A,12317859,Dimension
PPVC 03_Typ 1,Elevation A,12320430,TextNote
PPVC 03_Typ 1,Elevation A,12320453,TextNote
PPVC 03_Typ 1,Elevation A,12320380,TextNote
PPVC 03_Typ 1,Elevation B,12318419,Dimension
PPVC 03_Typ 1,Elevation B,12318472,Dimension
PPVC 03_Typ 1,Elevation B,12318495,Dimension
PPVC 03_Typ 1,Elevation B,12318538,Dimension
PPVC 03_Typ 1,Elevation B,12318630,Dimension
PPVC 03_Typ 1,Elevation B,12318646,Dimension
PPVC 03_Typ 1,Elevation B,12319758,Dimension
PPVC 03_Typ 1,Elevation B,12321685,TextNote
PPVC 03_Typ 1,Elevation B,12336898,TextNote
PPVC 03_Typ 1,Elevation B,12321678,TextNote
PPVC 03_Typ 1,Elevation C,12317917,Dimension
PPVC 03_Typ 1,Elevation C,12317929,Dimension
